CodigoEstacion,NombreEstacion,Departamento,Municipio,Latitud,Longitud,frecuencia_extremos,pendiente,p_valor,tendencia,frecuencia_reciente,ratio_reciente,frecuencia_anio_corrido,frecuencia_ultimos_6m,ratio_anio_corrido,ratio_ultimos_6m,condicion_lluvia_6m,alerta_lluvias,sequia_categoria,cod_norm
22077050,PIJAITO,TOLIMA,ROVIRA,4.150388889,-75.306,0.056818181818181816,0.018080214716159417,0.35470498496852354,estable,0.11843081649533263,2.0843823703178543,0.2441860465116279,0.3,4.297674418604651,5.28,EXCESO,MODERADA,MODERADA,22077050
22077050,PIJAITO  - AUT,TOLIMA,ROVIRA,4.150388889,-75.306,0.05660377358490566,0.018080214716159417,0.35470498496852354,estable,0.11843081649533263,2.09227775808421,0.2441860465116279,0.3,4.313953488372093,5.3,EXCESO,MODERADA,MODERADA,22077050
23015501,FRESNO  - AUT,TOLIMA,FRESNO,5.155638889,-75.00313611,0.05314533622559653,,,,,,,,,,sin_datos,BAJA,MODERADA,23015501
23017040,ESPERANZA LA,TOLIMA,MARIQUITA,5.203718,-74.908378,0.07065217391304347,0.007367110073613359,0.06692142441723045,estable,0.10021330767824457,1.4184037394459232,0.16853932584269662,0.14743589743589744,2.3854796888504755,2.086785009861933,EXCESO,MODERADA,NORMAL,23017040
23017040,ESPERANZA LA,TOLIMA,MARIQUITA,5.206166667,-74.91372222,0.046511627906976744,0.007367110073613359,0.06692142441723045,estable,0.10021330767824457,2.1545861150822585,0.16853932584269662,0.14743589743589744,3.6235955056179776,3.169871794871795,EXCESO,MODERADA,NORMAL,23017040
23017040,LA ESPERANZA- GUALÍ,TOLIMA,MARIQUITA,5.206,-74.914,0.05081967213114754,0.007367110073613359,0.06692142441723045,estable,0.10021330767824457,1.9719392801202964,0.16853932584269662,0.14743589743589744,3.3164189923885465,2.901157981803143,EXCESO,MODERADA,NORMAL,23017040
23020080,MANZANARES,CALDAS,MANZANARES,5.266,-75.144,0.0,,,,,,,,,,sin_datos,BAJA,NORMAL,23020080
23025040,ALBANIA,TOLIMA,MARIQUITA,5.286,-74.903,0.0761904761904762,-0.004576514098301591,0.07611316041502371,estable,0.060981265606775435,0.8003791110889276,0.04455445544554455,0.057692307692307696,0.5847772277227722,0.7572115384615384,DEFICIT,BAJA,LEVE,23025040
23025040,ALBANIA,TOLIMA,MARIQUITA,5.301108889,-74.914580556,0.05823293172690763,-0.004576514098301591,0.07611316041502371,estable,0.060981265606775435,1.0471955266266955,0.04455445544554455,0.057692307692307696,0.7651075452372823,0.9907161803713528,NORMAL,BAJA,LEVE,23025040
23025040,ALBANIA,TOLIMA,MARIQUITA,5.30110889,-74.91458056,0.0390625,-0.004576514098301591,0.07611316041502371,estable,0.060981265606775435,1.561120399533451,0.04455445544554455,0.057692307692307696,1.1405940594059405,1.476923076923077,EXCESO,MODERADA,LEVE,23025040
23025501,MANZANARES,CALDAS,MANZANARES,5.16391389,-75.11740833,0.0,,,,,,,,,,sin_datos,BAJA,NORMAL,23025501
23025501,MANZANARES  - AUT,CALDAS,MANZANARES,5.163913889,-75.11740833,0.05263157894736842,,,,,,,,,,sin_datos,BAJA,NORMAL,23025501
23025502,ALMACAFE LETRAS,CALDAS,MANIZALES,5.04499722,-75.33221944,0.0,,,,,,,,,,sin_datos,BAJA,NORMAL,23025502
23025502,ALMACAFE LETRAS  - AUT,CALDAS,MANIZALES,5.044997222,-75.33221944,0.05096774193548387,,,,,,,,,,sin_datos,BAJA,NORMAL,23025502
23035030,BASE PALANQUERO,CUNDINAMARCA,PUERTO SALGAR,5.492861111,-74.658,0.14285714285714285,-0.001453055187595542,0.644525772485998,estable,0.13625782646353007,0.9538047852447106,0.16336633663366337,0.14102564102564102,1.1435643564356437,0.9871794871794872,NORMAL,ALTA,NORMAL,23035030
23035030,BASE PALANQUERO,CUNDINAMARCA,PUERTO SALGAR,5.49423,-74.65807,0.13286713286713286,-0.001453055187595542,0.644525772485998,estable,0.13625782646353007,1.0255194307518316,0.16336633663366337,0.14102564102564102,1.2295466388744138,1.0614035087719298,NORMAL,ALTA,NORMAL,23035030
23035030,BASE PALANQUERO  - AUT,CUNDINAMARCA,PUERTO SALGAR,5.492861111,-74.658,0.044209514656415184,-0.001453055187595542,0.644525772485998,estable,0.13625782646353007,3.0820927920718053,0.16336633663366337,0.14102564102564102,3.695275505811451,3.1899386845039017,EXCESO,MODERADA,NORMAL,23035030
23037010,PUERTO SALGAR,CUNDINAMARCA,PUERTO SALGAR,5.469666667,-74.66216667,0.01775147928994083,0.0028341717570966583,0.15672203230780354,estable,0.020223978919631094,1.1392841458058849,0.026881720430107527,0.03205128205128205,1.514336917562724,1.8055555555555554,EXCESO,MODERADA,LEVE,23037010
23037010,PUERTO SALGAR - AUT,CUNDINAMARCA,PUERTO SALGAR,5.469666667,-74.66216667,0.05364186168814094,0.0028341717570966583,0.15672203230780354,estable,0.020223978919631094,0.377018587408613,0.026881720430107527,0.03205128205128205,0.5011332489985242,0.5975050276520865,DEFICIT,BAJA,LEVE,23037010
23050420,ARGELIA ANTIOQUIA,ANTIOQUIA,ARGELIA,5.73,-75.14,0.2777777777777778,0.00641922119081005,0.30947743504890873,estable,0.2816435592749625,1.0139168133898648,0.29207920792079206,0.3141025641025641,1.0514851485148513,1.1307692307692307,NORMAL,ALTA,NORMAL,23050420
23050420,ARGELIA ANTIOQUIA - AUT,ANTIOQUIA,ARGELIA,5.731138889,-75.13852778,0.03515185601799775,0.00641922119081005,0.30947743504890873,estable,0.2816435592749625,8.012195974254132,0.29207920792079206,0.3141025641025641,8.309069306930692,8.935589743589743,EXCESO,MODERADA,NORMAL,23050420
23055501,SANTA HELENA  - AUT,CALDAS,MARQUETALIA,5.317497222,-74.99610833,0.05515587529976019,,,,,,,,,,sin_datos,BAJA,NORMAL,23055501
23055502,VILLARAZ  - AUT,CALDAS,PENSILVANIA,5.383333333,-75.06638889,0.05218525766470972,,,,,,,,,,sin_datos,BAJA,NORMAL,23055502
23057140,SAN MIGUEL,ANTIOQUIA,SONSÓN,5.731,-74.726,0.05747126436781609,0.0012761527643560312,0.44351064341602026,estable,0.01843401607466943,0.3207518796992481,0.04145077720207254,0.013605442176870748,0.7212435233160622,0.23673469387755103,DEFICIT,BAJA,NORMAL,23057140
23057140,SAN MIGUEL,ANTIOQUIA,SONSÓN,5.731027778,-74.72583333,0.008620689655172414,0.0012761527643560312,0.44351064341602026,estable,0.01843401607466943,2.138345864661654,0.04145077720207254,0.013605442176870748,4.808290155440415,1.5782312925170068,EXCESO,MODERADA,NORMAL,23057140
23065110,YACOPI,CUNDINAMARCA,YACOPÍ,5.48121,-74.35125,0.0625,0.0021819418420800907,0.8354241114621831,estable,0.06718768462720076,1.0750029540352122,0.10465116279069768,0.05,1.6744186046511629,0.8,DEFICIT,BAJA,NORMAL,23065110
23065110,YACOPI  - AUT,CUNDINAMARCA,YACOPÍ,5.484166667,-74.35458333,0.05375,0.0021819418420800907,0.8354241114621831,estable,0.06718768462720076,1.2500034349246654,0.10465116279069768,0.05,1.9469983775013522,0.930232558139535,NORMAL,MODERADA,NORMAL,23065110
23065120,CABRERA LA,CUNDINAMARCA,PACHO,5.14155556,-74.13936111,0.04296875,9.40712265009797e-05,0.969538833566278,estable,0.08753699502100504,2.0372246113979355,0.10891089108910891,0.07051282051282051,2.5346534653465347,1.641025641025641,EXCESO,MODERADA,MODERADA,23065120
23065120,CABRERA LA,CUNDINAMARCA,PACHO,5.142,-74.139,0.046511627906976744,9.40712265009797e-05,0.969538833566278,estable,0.08753699502100504,1.8820453929516083,0.10891089108910891,0.07051282051282051,2.3415841584158414,1.516025641025641,EXCESO,MODERADA,MODERADA,23065120
23065120,LA CABRERA,CUNDINAMARCA,PACHO,5.137887,-74.136578,0.05405405405405406,9.40712265009797e-05,0.969538833566278,estable,0.08753699502100504,1.6194344078885932,0.10891089108910891,0.07051282051282051,2.014851485148515,1.3044871794871793,EXCESO,MODERADA,MODERADA,23065120
23065120,LA CABRERA,CUNDINAMARCA,PACHO,5.141555556,-74.13936111,0.07428571428571429,9.40712265009797e-05,0.969538833566278,estable,0.08753699502100504,1.17838262528276,0.10891089108910891,0.07051282051282051,1.466108149276466,0.9492110453648914,NORMAL,MODERADA,MODERADA,23065120
23065180,VILLETA,CUNDINAMARCA,VILLETA,5.016861,-74.470972,0.2517482517482518,-0.007478867287243367,0.20423627014870477,estable,0.27927968818857685,1.1093609836379579,0.26732673267326734,0.21153846153846154,1.061881188118812,0.8402777777777777,DEFICIT,CRÍTICA,NORMAL,23065180
23065180,VILLETA,CUNDINAMARCA,VILLETA,5.016861111,-74.47097222,0.3373493975903614,-0.007478867287243367,0.20423627014870477,estable,0.27927968818857685,0.8278647899875672,0.26732673267326734,0.21153846153846154,0.7924328147100426,0.6270604395604396,DEFICIT,ALTA,NORMAL,23065180
23065180,VILLETA - AUT,CUNDINAMARCA,VILLETA,5.016861111,-74.47097222,0.03715555555555555,-0.007478867287243367,0.20423627014870477,estable,0.27927968818857685,7.516498784979641,0.26732673267326734,0.21153846153846154,7.194798427211143,5.693319838056681,EXCESO,MODERADA,NORMAL,23065180
23065190,QUEBRADA NEGRA,CUNDINAMARCA,QUEBRADANEGRA,5.137207,-74.480954,0.1893939393939394,0.008884828603048673,0.01660389709231758,creciente,0.138979572710288,0.7338121439103206,0.1782178217821782,0.15384615384615385,0.9409900990099009,0.8123076923076924,DEFICIT,CRÍTICA,NORMAL,23065190
23065190,QUEBRADA NEGRA,CUNDINAMARCA,QUEBRADANEGRA,5.137611111,-74.48125,0.0658682634730539,0.008884828603048673,0.01660389709231758,creciente,0.138979572710288,2.109962603874372,0.1782178217821782,0.15384615384615385,2.705670567056705,2.3356643356643354,EXCESO,MODERADA,NORMAL,23065190
23065190,QUEBRADA NEGRA - AUT,CUNDINAMARCA,QUEBRADANEGRA,5.137611111,-74.48125,0.04534718941898914,0.008884828603048673,0.01660389709231758,creciente,0.138979572710288,3.0647891190383296,0.1782178217821782,0.15384615384615385,3.9300742574257423,3.3926282051282053,EXCESO,MODERADA,NORMAL,23065190
23065501,PACHO  - AUT,CUNDINAMARCA,PACHO,5.129127778,-74.15769722,0.05418250950570342,,,,,,,,,,sin_datos,BAJA,NORMAL,23065501
23065502,LA PALMA  - AUT,CUNDINAMARCA,LA PALMA,5.330266667,-74.40156111,0.05434782608695652,,,,,,,,,,sin_datos,BAJA,NORMAL,23065502
23065503,EL MIRADOR  - AUT,CUNDINAMARCA,SASAIMA,4.95,-74.4,0.05337690631808279,,,,,,,,,,sin_datos,BAJA,NORMAL,23065503
23065504,VIANI - CAR,CUNDINAMARCA,VIANÍ,4.872,-74.573,0.053516819571865444,,,,,,,,,,sin_datos,BAJA,MODERADA,23065504
23065505,CAPARRAPI - CAR,CUNDINAMARCA,CAPARRAPÍ,5.34,-74.495,0.05357142857142857,,,,,,,,,,sin_datos,BAJA,NORMAL,23065505
23067020,COLORADOS  - AUT,CUNDINAMARCA,PUERTO SALGAR,5.4695,-74.59338889,0.03,,,,,,,,,,sin_datos,BAJA,MODERADA,23067020
23067040,PUERTO LIBRE,CUNDINAMARCA,PUERTO SALGAR,5.759222222,-74.63175,0.0223463687150838,-0.0056073764542111,0.020486775706544474,decreciente,0.025816563858833044,1.1552912326827787,0.0,0.0,0.0,0.0,DEFICIT,MODERADA,SEVERA,23067040
23067040,PUERTO LIBRE  - AUT,CUNDINAMARCA,PUERTO SALGAR,5.759222222,-74.63175,0.06930693069306931,-0.0056073764542111,0.020486775706544474,decreciente,0.025816563858833044,0.37249613567744816,0.0,0.0,0.0,0.0,DEFICIT,BAJA,SEVERA,23067040
23067050,GUADUERO,CUNDINAMARCA,GUADUAS,5.192111111,-74.57291667,0.07881773399014778,-0.0036549670302148895,0.10288341859005304,estable,0.05737680971112642,0.7279682732099165,0.0106951871657754,0.014184397163120567,0.1356951871657754,0.1799645390070922,DEFICIT,BAJA,MODERADA,23067050
23067050,GUADUERO,CUNDINAMARCA,GUADUAS,5.192373,-74.575622,0.0547945205479452,-0.0036549670302148895,0.10288341859005304,estable,0.05737680971112642,1.0471267772280572,0.0106951871657754,0.014184397163120567,0.19518716577540107,0.25886524822695034,DEFICIT,BAJA,MODERADA,23067050
23067060,TOBIA,CUNDINAMARCA,LA PEÑA,5.125561,-74.447149,0.1103448275862069,-0.0010561016098569905,0.5991291877089043,estable,0.03914655575438087,0.3547656615240766,0.0,0.0,0.0,0.0,DEFICIT,ALTA,NORMAL,23067060
23067060,TOBIA,CUNDINAMARCA,NIMAIMA,5.125305556,-74.44705556,0.05263157894736842,-0.0010561016098569905,0.5991291877089043,estable,0.03914655575438087,0.7437845593332366,0.0,0.0,0.0,0.0,DEFICIT,BAJA,NORMAL,23067060
23067060,TOBIA  - AUT,CUNDINAMARCA,NIMAIMA,5.125305556,-74.44705556,0.046218487394957986,-0.0010561016098569905,0.5991291877089043,estable,0.03914655575438087,0.8469891154129678,0.0,0.0,0.0,0.0,DEFICIT,BAJA,NORMAL,23067060
23067070,VILLETA,CUNDINAMARCA,VILLETA,5.005664,-74.471465,0.020689655172413793,0.0068729277301729655,0.07978307617803208,estable,0.09274090127690088,4.482476895050209,0.16759776536312848,0.16541353383458646,8.100558659217876,7.994987468671678,EXCESO,MODERADA,NORMAL,23067070
23067070,VILLETA,CUNDINAMARCA,VILLETA,5.008583333,-74.467111111,0.023668639053254437,0.0068729277301729655,0.07978307617803208,estable,0.09274090127690088,3.9183030789490623,0.16759776536312848,0.16541353383458646,7.081005586592179,6.988721804511278,EXCESO,MODERADA,NORMAL,23067070
23067070,VILLETA - AUT,CUNDINAMARCA,VILLETA,5.008583333,-74.467111111,0.06496815286624204,0.0068729277301729655,0.07978307617803208,estable,0.09274090127690088,1.4274825000464155,0.16759776536312848,0.16541353383458646,2.579691094314821,2.5460710600029484,EXCESO,MODERADA,NORMAL,23067070
23067080,CHARCO LARGO,CUNDINAMARCA,LA PALMA,5.254551,-74.34217,0.061224489795918366,0.05576336372707341,0.08656261363158461,estable,0.13907515722031852,2.2715609012652025,0.22580645161290322,0.22580645161290322,3.6881720430107525,3.6881720430107525,EXCESO,MODERADA,NORMAL,23067080
23067080,CHARCO LARGO  - AUT,CUNDINAMARCA,LA PALMA,5.257138889,-74.34569444,0.06666666666666667,0.05576336372707341,0.08656261363158461,estable,0.13907515722031852,2.0861273583047777,0.22580645161290322,0.22580645161290322,3.3870967741935485,3.3870967741935485,EXCESO,MODERADA,NORMAL,23067080
23085080,GRANJA EXPERIMENTAL EL NUS,ANTIOQUIA,SAN ROQUE,6.483583333,-74.83669444,0.11549295774647887,0.0004694040867112051,0.8498153904107129,estable,0.11181643457549682,0.9681666896171066,0.1282051282051282,0.125,1.1100687929956221,1.0823170731707317,NORMAL,ALTA,MODERADA,23085080
23085080,GRANJA EXPERIOMENTAL EL NUS  - AUT,ANTIOQUIA,SAN ROQUE,6.483583333,-74.83669444,0.021346469622331693,0.0004694040867112051,0.8498153904107129,estable,0.11181643457549682,5.23816989665212,0.1282051282051282,0.125,6.005917159763313,5.85576923076923,EXCESO,MODERADA,MODERADA,23085080
23085160,CORRIENTES,ANTIOQUIA,SAN VICENTE,6.311944444,-75.25355556,0.06876790830945559,-0.0030253179227384304,0.500300337580667,estable,0.1067592518001844,1.552457453261015,0.13636363636363635,0.1118421052631579,1.9829545454545452,1.6263706140350878,EXCESO,MODERADA,NORMAL,23085160
23085220,SAN CARLOS,ANTIOQUIA,SAN CARLOS,6.157666667,-75.03891667,0.06876790830945559,-0.004260580428664308,0.15305755165538917,estable,0.08717619930177141,1.2676872315132592,0.07425742574257425,0.09615384615384616,1.0798267326732673,1.3982371794871795,EXCESO,MODERADA,MODERADA,23085220
23085260,LA SELVA,ANTIOQUIA,RIONEGRO,6.131916667,-75.41455556,0.08659217877094973,0.008133211099231756,0.04671038355504404,creciente,0.0880398522053501,1.0167182932101722,0.12871287128712872,0.11538461538461539,1.4864260619610348,1.3325062034739454,EXCESO,MODERADA,MODERADA,23085260
23085260,LA SELVA - AUT,ANTIOQUIA,RIONEGRO,6.131916667,-75.41455556,0.047330447330447334,0.008133211099231756,0.04671038355504404,creciente,0.0880398522053501,1.8601102920215735,0.12871287128712872,0.11538461538461539,2.7194518232311036,2.4378517823639774,EXCESO,MODERADA,MODERADA,23085260
23085270,AEROPUERTO J.M. CORDOVA,ANTIOQUIA,RIONEGRO,6.1686111,-75.426111111,0.1843817787418655,0.0031749933405033283,0.37428002283173123,estable,0.19002007357471762,1.0305794578581744,0.23383084577114427,0.1935483870967742,1.2681884694176178,1.0497153700189754,NORMAL,ALTA,NORMAL,23085270
23085270,AEROPUERTO J.M. CORDOVA,ANTIOQUIA,RIONEGRO,6.1686111,-75.42611111,0.0,0.0031749933405033283,0.37428002283173123,estable,0.19002007357471762,,0.23383084577114427,0.1935483870967742,,,sin_datos,BAJA,NORMAL,23085270
23085270,APTO J.M CORDOVA TX GPRS,ANTIOQUIA,RIONEGRO,6.169,-75.426,0.026928343222272933,0.0031749933405033283,0.37428002283173123,estable,0.19002007357471762,7.056508155969599,0.23383084577114427,0.1935483870967742,8.683447170925035,7.1875341716785135,EXCESO,MODERADA,NORMAL,23085270
23085501,COCORNA,ANTIOQUIA,COCORNÁ,6.06194167,-75.18666667,0.0,,,,,,,,,,sin_datos,BAJA,NORMAL,23085501
23085501,COCORNA  - AUT,ANTIOQUIA,COCORNÁ,6.061941667,-75.18666667,0.05474452554744526,,,,,,,,,,sin_datos,BAJA,NORMAL,23085501
23087150,PUENTE REAL,ANTIOQUIA,RIONEGRO,6.143472222,-75.37994444,0.08100558659217877,-0.0036303026860167644,0.09287866211872883,estable,0.0663691852373721,0.8193161487923867,0.03932584269662921,0.022727272727272728,0.4854707477721813,0.28056426332288403,DEFICIT,BAJA,NORMAL,23087150
23087150,PUENTE REAL  - AUT,ANTIOQUIA,RIONEGRO,6.143472222,-75.37994444,0.044213263979193757,-0.0036303026860167644,0.09287866211872883,estable,0.0663691852373721,1.5011148072805633,0.03932584269662921,0.022727272727272728,0.8894580304031725,0.5140374331550802,DEFICIT,MODERADA,NORMAL,23087150
23087160,CARAMANTA,ANTIOQUIA,YOLOMBÓ,6.507683056,-74.865311111,0.08620689655172414,-0.0326100167113992,0.5947197751376926,estable,0.1882557406750955,2.183766591831108,0.16666666666666666,0.16666666666666666,1.9333333333333331,1.9333333333333331,EXCESO,MODERADA,MODERADA,23087160
23087160,CARAMANTA  - AUT,ANTIOQUIA,SAN ROQUE,6.507333333,-74.86516667,0.05,-0.0326100167113992,0.5947197751376926,estable,0.1882557406750955,3.76511481350191,0.16666666666666666,0.16666666666666666,3.333333333333333,3.333333333333333,EXCESO,MODERADA,MODERADA,23087160
23087190,LA GARRUCHA,ANTIOQUIA,SAN LUIS,5.998361111,-74.93825,0.08,-0.017252801957103034,0.0010252910786993227,decreciente,0.0477935180444141,0.5974189755551762,0.0,0.0,0.0,0.0,DEFICIT,BAJA,MODERADA,23087190
23087190,LA GARRUCHA - AUT,ANTIOQUIA,SAN LUIS,5.998361111,-74.93825,0.048,-0.017252801957103034,0.0010252910786993227,decreciente,0.0477935180444141,0.9956982925919603,0.0,0.0,0.0,0.0,DEFICIT,BAJA,MODERADA,23087190
23087210,CANTERAS,ANTIOQUIA,PUERTO NARE,6.276083333,-74.67330556,0.20212765957446807,0.03429426613950423,0.08526927363846873,estable,0.2571120777370777,1.2720281740676478,0.2823529411764706,0.20512820512820512,1.396904024767802,1.0148448043184886,NORMAL,CRÍTICA,NORMAL,23087210
23087210,CANTERAS - AUT,ANTIOQUIA,PUERTO NARE,6.276083333,-74.67330556,0.046890424481737414,0.03429426613950423,0.08526927363846873,estable,0.2571120777370777,5.483253363108626,0.2823529411764706,0.20512820512820512,6.021547987616099,4.374628879892038,EXCESO,MODERADA,NORMAL,23087210
23087230,PUERTO BELLO,ANTIOQUIA,PUERTO NARE,6.211972222,-74.60711111,0.11428571428571428,0.0,1.0,insuficiente,0.1726190476190476,1.5104166666666665,,,,,sin_datos,CRÍTICA,SEVERA,23087230
23087230,PUERTO BELLO  - AUT,ANTIOQUIA,PUERTO NARE,6.211972222,-74.60711111,0.055031446540880505,0.0,1.0,insuficiente,0.1726190476190476,3.13673469387755,,,,,sin_datos,MODERADA,SEVERA,23087230
23087660,PUENTE LA FERIA  - AUT,ANTIOQUIA,MARINILLA,6.172666667,-75.33786111,0.06818181818181818,,,,,,,,,,sin_datos,BAJA,MODERADA,23087660
23087670,RIOTEX,ANTIOQUIA,RIONEGRO,6.18125,-75.36638889,0.06876790830945559,-0.001675875342324617,0.3325373983950171,estable,0.06699629199096108,0.9742377460352256,0.054455445544554455,0.057692307692307696,0.7918729372937293,0.8389423076923077,DEFICIT,BAJA,NORMAL,23087670
23097030,PTO BERRIO TX GPRS,ANTIOQUIA,PUERTO BERRÍO,6.485,-74.401,0.05192878338278932,0.008952689139446355,0.02533396772535147,creciente,0.04788699321806283,0.922166669399267,0.05555555555555555,0.05555555555555555,1.0698412698412698,1.0698412698412698,NORMAL,MODERADA,NORMAL,23097030
23097030,PUERTO BERRIO,ANTIOQUIA,PUERTO BERRÍO,6.485138889,-74.40116667,0.03305785123966942,0.008952689139446355,0.02533396772535147,creciente,0.04788699321806283,1.4485815448464006,0.05555555555555555,0.05555555555555555,1.6805555555555554,1.6805555555555554,EXCESO,MODERADA,NORMAL,23097030
23097030,PUERTO BERRIO,ANTIOQUIA,PUERTO BERRÍO,6.48513889,-74.40116667,0.0859375,0.008952689139446355,0.02533396772535147,creciente,0.04788699321806283,0.5572304665374583,0.05555555555555555,0.05555555555555555,0.6464646464646464,0.6464646464646464,DEFICIT,MODERADA,NORMAL,23097030
23105030,VEGACHI,ANTIOQUIA,VEGACHÍ,6.774111111,-74.79652778,0.09090909090909091,-0.004696493982208265,0.6555761319759764,estable,0.10183150183150183,1.1201465201465202,0.13513513513513514,0.136986301369863,1.4864864864864866,1.506849315068493,EXCESO,MODERADA,MODERADA,23105030
23105060,VEGACHA,ANTIOQUIA,VEGACHÍ,6.774,-74.797,0.05129257283545342,,,,,,,,,,sin_datos,BAJA,MODERADA,23105060
23105070,MACEO,ANTIOQUIA,YOLOMBÓ,6.571638889,-74.79472222,0.002785515320334262,0.014368052577283739,0.00014178556285495984,creciente,0.07215351268647202,25.903111054443457,0.17326732673267325,0.20512820512820512,62.2029702970297,73.64102564102564,EXCESO,MODERADA,NORMAL,23105070
23105070,MACEO - AUT,ANTIOQUIA,YOLOMBÓ,6.571638889,-74.79472222,0.05378973105134474,0.014368052577283739,0.00014178556285495984,creciente,0.07215351268647202,1.341399394943957,0.17326732673267325,0.20512820512820512,3.221197119711971,3.8135198135198136,EXCESO,MODERADA,NORMAL,23105070
23107020,LA BODEGA - AUT,ANTIOQUIA,YONDÓ (CASABE),6.732194444,-74.40694444,0.05747126436781609,,,,,,,,,,sin_datos,BAJA,NORMAL,23107020
23115010,PUERTO BOYACA,BOYACÁ,PUERTO BOYACÁ,5.978,-74.567,0.08653846153846154,0.0038690476190476196,0.7770052941299762,estable,0.0369047619047619,0.4264550264550264,,,,,sin_datos,BAJA,SEVERA,23115010
23115010,PUERTO BOYACA,BOYACÁ,PUERTO BOYACÁ,5.97833333,-74.56666667,0.05555555555555555,0.0038690476190476196,0.7770052941299762,estable,0.0369047619047619,0.6642857142857143,,,,,sin_datos,BAJA,SEVERA,23115010
23115010,PUERTO BOYACA,BOYACÁ,PUERTO BOYACÁ,5.978333333,-74.56666667,0.05555555555555555,0.0038690476190476196,0.7770052941299762,estable,0.0369047619047619,0.6642857142857143,,,,,sin_datos,BAJA,SEVERA,23115010
23117030,EL TAGUAL,SANTANDER,CIMITARRA,6.733,-74.16,0.012542209358417752,,,,,,,,,,sin_datos,BAJA,MODERADA,23117030
23125080,OTANCHE,BOYACÁ,OTANCHE,5.661722222,-74.18461111,0.06876790830945559,-0.0025307516912721124,0.16680935097258726,estable,0.06359514768072586,0.9247794391905552,0.04950495049504951,0.05128205128205128,0.7198844884488449,0.7457264957264956,DEFICIT,BAJA,NORMAL,23125080
23125100,BUENAVISTA,BOYACÁ,BUENAVISTA,5.514916667,-73.94311111,0.06876790830945559,0.005336986112309457,0.2032603595466054,estable,0.1099855258501009,1.599372855070217,0.18316831683168316,0.1794871794871795,2.663572607260726,2.610042735042735,EXCESO,MODERADA,MODERADA,23125100
23125120,CIMITARRA,SANTANDER,CIMITARRA,6.308611111,-73.95222222,0.06906906906906907,0.0011906298803810143,0.7403630893506042,estable,0.1163195497061189,1.6841047848755475,0.13861386138613863,0.15384615384615385,2.006887645286268,2.22742474916388,EXCESO,MODERADA,NORMAL,23125120
23125140,AEROPUERTO FURATENA,BOYACÁ,QUÍPAMA,5.520833333,-74.18241667,0.05442176870748299,-0.0057026946427868085,0.02881110503002164,decreciente,0.021383932674255254,0.3929297628894403,0.0,0.0,0.0,0.0,DEFICIT,BAJA,LEVE,23125140
23125140,AEROPUERTO FURATENA  - AUT,BOYACÁ,QUÍPAMA,5.520833333,-74.18241667,0.05580357142857143,-0.0057026946427868085,0.02881110503002164,decreciente,0.021383932674255254,0.3832000735226541,0.0,0.0,0.0,0.0,DEFICIT,BAJA,LEVE,23125140
23125160,SAN PABLO DE BORBUR  - AUT,BOYACÁ,SAN PABLO DE BORBUR,5.647027778,-74.07130556,0.05079921173636961,-0.08829670329670329,0.23394634437489656,estable,0.13997252747252747,2.755407469685487,0.1839080459770115,0.12195121951219512,3.6202933016250496,2.40065180824222,EXCESO,MODERADA,NORMAL,23125160
23125170,SAN CAYETANO,CUNDINAMARCA,SAN CAYETANO,5.332411,-74.024004,0.055944055944055944,-0.0050496055553434695,0.20099412015612317,estable,0.09964208946411394,1.7811023491710367,0.09045226130653267,0.10457516339869281,1.6168341708542715,1.869281045751634,EXCESO,MODERADA,NORMAL,23125170
23125170,SAN CAYETANO,CUNDINAMARCA,SAN CAYETANO,5.333333333,-74.016666667,0.12179487179487179,-0.0050496055553434695,0.20099412015612317,estable,0.09964208946411394,0.8181139977053566,0.09045226130653267,0.10457516339869281,0.7426606717799524,0.8586171310629516,NORMAL,ALTA,NORMAL,23125170
23125170,SAN CAYETANO - AUT,CUNDINAMARCA,SAN CAYETANO,5.333333333,-74.016666667,0.047829693115841856,-0.0050496055553434695,0.20099412015612317,estable,0.09964208946411394,2.08326842538555,0.09045226130653267,0.10457516339869281,1.8911319603799346,2.186406739959953,EXCESO,MODERADA,NORMAL,23125170
23125501,PAUNA,BOYACÁ,PAUNA,5.65713056,-73.96032778,0.0,,,,,,,,,,sin_datos,BAJA,NORMAL,23125501
23125501,PAUNA  - AUT,BOYACÁ,PAUNA,5.657130556,-73.96032778,0.05276073619631902,,,,,,,,,,sin_datos,BAJA,NORMAL,23125501
23127020,PTO ARAUJO - RIO CARARE,SANTANDER,CIMITARRA,6.526,-74.086,0.05253399258343634,-0.0008221569455298942,0.6951816985657711,estable,0.029336109089929126,0.5584214647941803,0.0,0.0,0.0,0.0,DEFICIT,BAJA,LEVE,23127020
23127020,PUERTO ARAUJO,SANTANDER,CIMITARRA,6.525555556,-74.08583333,0.0469208211143695,-0.0008221569455298942,0.6951816985657711,estable,0.029336109089929126,0.6252258249791145,0.0,0.0,0.0,0.0,DEFICIT,BAJA,LEVE,23127020
23127050,BARREDERO FINCA,SANTANDER,PUERTO PARRA,6.645555556,-74.06527778,0.06857142857142857,-0.0003892301381904927,0.8862325601815076,estable,0.07683558635381112,1.1205189676597453,0.08333333333333333,0.06363636363636363,1.2152777777777777,0.9280303030303029,NORMAL,MODERADA,NORMAL,23127050
