CodigoEstacion,COD_MPIO,NombreEstacion,Departamento,Municipio,Latitud,Longitud,fecha_corte,precip_acumulada_anual_mm
15065040,44279.0,LA PAULINA,LA GUAJIRA,FONSECA,10.89813889,-72.82847222,2026-09-16,305.0
15065180,44001.0,AEROPUERTO ALM. PADILLA -,LA GUAJIRA,RIOHACHA,11.5284444,-72.917722222,2026-09-16,1578.7
15065190,44001.0,MONGUI,LA GUAJIRA,RIOHACHA,11.22677778,-72.82063889,2026-09-16,546.1
15065501,44035.0,LA MINA CERREJON,LA GUAJIRA,ALBANIA,11.13758333,-72.61594444,2026-09-16,445.5
15067020,44098.0,CERCADO EL-AUTOMAT,LA GUAJIRA,FONSECA,10.9075,-73.00833333,2026-09-16,26.700000000000003
15070080,44847.0,KAURAQUIMANA,LA GUAJIRA,URIBIA,12.21836111,-71.45869444,2026-09-16,145.79999999999998
15075501,44847.0,AEROPUERTO PUERTO BOLIVAR,LA GUAJIRA,URIBIA,12.22430556,-71.98288889,2026-09-16,61.8
15080070,44847.0,SILLAMANA,LA GUAJIRA,URIBIA,11.89941667,-71.51588889,2026-09-16,177.7
15085030,44035.0,ESCUELA AGRICOLA CARRAIPIA,LA GUAJIRA,MAICAO,11.21675,-72.35994444,2026-04-03,291.7
15085050,44847.0,TOROMANA,LA GUAJIRA,URIBIA,12.08352778,-71.21094444,2025-11-24,12.2
16015110,54673.0,UNIVERSIDAD FRANCISO DE PAULA SANTANDER,NORTE DE SANTANDER,CÚCUTA,7.898777778,-72.48716667,2026-09-16,1.8000000000000003
16015120,54518.0,UNIVERSIDAD DE PAMPLONA,NORTE DE SANTANDER,PAMPLONA,7.360944444,-72.66605556,2026-09-16,262.8
