CodigoEstacion,COD_MPIO,NombreEstacion,Departamento,Municipio,Latitud,Longitud,fecha_corte,precip_acumulada_anual_mm
16015130,54347.0,ALCALDIA DE HERRAN  - AUT,NORTE DE SANTANDER,HERRÁN,7.506722222,-72.48536111,2026-09-16,552.3
16015501,54673.0,AEROPUERTO CAMILO DAZA,NORTE DE SANTANDER,CÚCUTA,7.93028,-72.50917,2026-09-16,666.9399999999999
16017020,54239.0,LA DON JUANA - RIO PAMPLONITA,NORTE DE SANTANDER,CHINÁCOTA,7.688,-72.605,2026-09-16,940.7
16025040,54001.0,CINERA-VILLA OLGA,NORTE DE SANTANDER,CÚCUTA,8.16728,-72.47878,2026-09-16,725.4
16027120,54673.0,SAN JAVIER - RIO ZULIA,<nil>,<nil>,7.834,-72.65,2026-02-21,0.0
16027280,54261.0,ASTILLEROS,NORTE DE SANTANDER,CÚCUTA,8.105277778,-72.58138889,2026-04-03,1770.1
16027300,54223.0,PUENTE CAPIRA,NORTE DE SANTANDER,CUCUTILLA,7.537194444,-72.77113889,2026-08-22,441.8
16035030,54418.0,SARDINATA,NORTE DE SANTANDER,SARDINATA,8.076666667,-72.80305556,2026-01-08,38.8
16055120,54498.0,AGUAS DE LA VIRGEN,NORTE DE SANTANDER,OCAÑA,8.22769,-73.3975,2026-09-16,803.9
17015010,88001.0,AEROPUERTO SESQUICENTENARIO,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,SAN ANDRÉS,12.587849,-81.701117,2026-09-16,1528.3
17019010,88001.0,SAN ANDRES,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,SAN ANDRÉS,12.556111111,-81.703388889,2026-09-16,346.4
17025020,88564.0,AEROPUERTO EL EMBRUJO,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,SAN ANDRES Y  PROVIDENCIA,13.3595,-81.357721944,2026-09-16,1092.4
21015020,41551.0,SEVILLA,HUILA,PITALITO,1.824833333,-76.13027778,2026-08-20,1021.3000000000001
21015030,41359.0,PARQUE ARQUEOLOGICO,HUILA,SAN AGUSTÍN,1.888472222,-76.29497222,2026-09-16,1189.34
21015040,41503.0,LA PRIMAVERA,HUILA,SALADOBLANCO,2.021583333,-76.11433333,2026-09-16,1311.0
21015050,41668.0,PURACE,HUILA,SAN AGUSTÍN,1.925916667,-76.42755556,2026-04-02,0.0
21015070,41530.0,LOS GUACHAROS,HUILA,PALESTINA,1.675833,-76.106841,2026-09-10,99.3
21017030,41359.0,CASCADA SIMON BOLIVAR,HUILA,ISNOS,1.8735,-76.23172222,2026-09-16,821.6
21017040,41244.0,SALADO BLANCO,HUILA,ELÍAS,1.988,-76.012,2026-09-16,1313.0
21025030,41026.0,ALTAMIRA EL GRIFO,HUILA,ALTAMIRA,2.079,-75.736,2026-09-16,96.69999999999999
21035040,41770.0,LIBANO EL,HUILA,SUAZA,1.868,-75.828,2026-09-16,1001.9
21037020,41006.0,SAN MARCOS,HUILA,ACEVEDO,1.752277778,-75.94541667,2026-04-03,949.8000000000001
21045010,41013.0,BETULIA LA,HUILA,AGRADO,2.281583333,-75.70508333,2026-09-16,854.1999999999999
21050060,41378.0,ARGENTINA LA,HUILA,LA ARGENTINA,2.199,-75.972,2026-09-16,983.8
21055020,41396.0,ESCUELA AGRICOLA LA PLATA,HUILA,LA PLATA,2.38,-75.89,2025-10-22,2254.8
21057050,41396.0,VEGA EL SALADO,HUILA,LA PLATA,2.331444444,-75.94216667,2026-09-16,798.0
21057060,41518.0,PAICOL,HUILA,TESALIA,2.46,-75.76,2026-09-16,1635.6
21065040,41298.0,ZULUAGA,HUILA,GARZÓN,2.252,-75.529,2026-09-16,563.7
21085030,41357.0,SAN RAFAEL,HUILA,TERUEL,2.76,-75.58,2026-09-16,1847.6
21095010,41615.0,JUNCAL EL,HUILA,PALERMO,2.828805556,-75.33116667,2026-09-16,1256.3
21097070,41001.0,PTE SANTANDER - TX GPRS,HUILA,NEIVA,2.943,-75.309,2026-09-16,1397.0
21097120,41132.0,LA ESPERANZA,HUILA,PALERMO,2.728416667,-75.39638889,2026-07-24,443.8
21105030,41020.0,ALGECIRAS,HUILA,ALGECIRAS,2.52,-75.319997222,2026-09-16,551.6
21115100,41799.0,PALACIO-VEGALARGA,HUILA,NEIVA,2.942638889,-75.06638889,2026-09-16,1022.9
21115170,41615.0,LA PLATA,HUILA,NEIVA,2.759138889,-75.07455556,2026-04-02,761.0
21115180,41799.0,HACIENDA MANILA,HUILA,BARAYA,3.133055556,-75.08152778,2025-10-16,980.8
21117100,41615.0,PUEBLO NUEVO,HUILA,NEIVA,2.827444444,-75.08883333,2026-02-05,68.0
21125010,41676.0,SANTA MARIA,HUILA,SANTA MARÍA,2.93569444,-75.58905556,2026-09-16,1227.1000000000001
21127030,41676.0,SANTA MARIA,HUILA,SANTA MARÍA,2.971777778,-75.59244444,2026-09-16,1253.3999999999999
21130050,41016.0,PEREZ HACIENDA,HUILA,AIPE,3.243555556,-75.25594444,2026-09-16,1225.7
21135020,73671.0,JABALCON,TOLIMA,SALDAÑA,3.85575,-75.01575,2026-09-16,1127.5
21137010,73585.0,PURIFICACION,TOLIMA,PURIFICACIÓN,3.84952778,-74.93577778,2026-07-24,947.8
21137050,73483.0,ANGOSTURA,TOLIMA,NATAGAIMA,3.44,-75.12,2026-04-02,308.8
21140120,73024.0,CRUCES LAS,TOLIMA,ALPUJARRA,3.42586111,-74.92025,2026-04-18,1077.0
21147010,41872.0,SAN ALFONSO,HUILA,VILLAVIEJA,3.3705,-75.11416667,2026-09-16,981.5
21147030,73024.0,CARRASPOSO,HUILA,COLOMBIA,3.327527778,-74.86691667,2026-04-02,482.8
21160260,73873.0,PUERTO LLERAS TOLIMA,TOLIMA,VILLARRICA,3.839777778,-74.68830556,2026-04-03,255.0
21167060,73226.0,SAN PABLO TOLIMA,TOLIMA,CUNDAY,3.92648,-74.657784,2026-04-03,0.0
21167080,73563.0,LA MORA,TOLIMA,PRADO,3.725194444,-74.82644444,2026-04-02,1258.1
21185030,73319.0,GUAMO,TOLIMA,GUAMO,4.00883333,-74.98138889,2026-09-16,859.5
21185080,73854.0,VALLE DE SAN JUAN,TOLIMA,VALLE DE SAN JUAN,4.216,-75.105,2026-09-16,756.8
21185090,73268.0,NATAIMA,TOLIMA,ESPINAL,4.188138889,-74.96047222,2026-09-16,1438.2
21187030,73854.0,CUCUNUBA,TOLIMA,VALLE DE SAN JUAN,4.231946,-75.092981,2026-04-02,1016.5
21195120,25743.0,ITA VALSALICE,CUNDINAMARCA,SILVANIA,4.39292,-74.39272,2026-09-16,1357.1999999999998
21195170,25506.0,PAQUILO,CUNDINAMARCA,CABRERA,3.993611,-74.398056,2026-09-16,872.4
21195190,25535.0,PASCA,CUNDINAMARCA,PASCA,4.307189,-74.308399,2026-09-16,385.7
21197010,25506.0,EL PROFUNDO,CUNDINAMARCA,CABRERA,4.011694,-74.504444,2026-09-04,109.2
21197030,25524.0,LA PLAYA,TOLIMA,ICONONZO,4.19225,-74.500722222,2026-09-16,1171.9
21197080,25743.0,BONANZA LA HACIENDA  - AUT,CUNDINAMARCA,SILVANIA,4.400027778,-74.36358333,2026-04-03,503.8
21201200,11001.0,ESC LA UNION - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",4.343,-74.184,2026-09-16,481.70000000000005
21201580,25178.0,PASQUILLA,BOGOTÁ,BOGOTA D.C,4.44647201,-74.154839,2026-09-16,539.7
21201980,25181.0,CERRO GUADALUPE - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",4.567,-74.05,2026-07-22,644.9
21202180,25754.0,QUIBA,BOGOTÁ,BOGOTA D.C,4.54311,-74.15601,2026-07-22,315.8
21202190,25178.0,JUAN REY,BOGOTÁ,BOGOTA D.C,4.51872,-74.08867,2026-07-22,664.2
21202220,25181.0,PARAISO,BOGOTÁ,BOGOTA D.C,4.62789,-74.0587,2026-07-22,616.9000000000001
21202230,25178.0,UAN SEDE USME,BOGOTÁ,BOGOTA D.C,4.48152,-74.12708,2026-07-22,384.90000000000003
21202240,25181.0,UAN SEDE CIRCUNVALAR,BOGOTÁ,BOGOTA D.C,4.63546,-74.05746,2026-07-22,680.6
21202250,25178.0,DOÑA JUANA,BOGOTÁ,BOGOTA D.C,4.50082,-74.13739,2026-07-22,435.1
21205012,25214.0,UNIVERSIDAD NACIONAL,BOGOTÁ,BOGOTA D.C,4.63723,-74.08892,2026-09-16,785.6
21205420,25473.0,TIBAITATA,CUNDINAMARCA,MOSQUERA,4.688662,-74.205626,2026-09-16,594.7
21205660,25035.0,MERCEDES,CUNDINAMARCA,ANAPOIMA,4.5791,-74.52318,2026-09-16,1449.8
21205670,25040.0,FLORIDA LA,CUNDINAMARCA,ANOLAIMA,4.770888889,-74.43763889,2026-09-16,978.6
21205700,25322.0,GUASCA,CUNDINAMARCA,GUASCA,4.877953,-73.864453,2026-09-16,596.1999999999999
21205710,25214.0,JARDIN BOTANICO,BOGOTÁ,BOGOTA D.C,4.66933333,-74.10266667,2026-07-04,795.4
21205791,25286.0,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",4.706,-74.151,2026-09-16,1361.311
21205910,25126.0,LA COSECHA,CUNDINAMARCA,ZIPAQUIRÁ,4.98922,-74.00119,2026-09-16,901.4000000000001
21205940,25269.0,VILLA INES,CUNDINAMARCA,FACATATIVÁ,4.83211,-74.38056,2026-09-16,635.1999999999999
21205970,25486.0,HACIENDA SANTA ANA,CUNDINAMARCA,NEMOCÓN,5.09,-73.881,2026-09-16,429.4
21206280,25797.0,ACAPULCO,CUNDINAMARCA,BOJACÁ,4.64823,-74.32035,2026-09-16,609.8000000000001
21206560,25473.0,INEM KENNEDY,BOGOTÁ,BOGOTA D.C,4.66111111,-74.13477778,2026-09-16,516.1
21206600,25214.0,NUEVA GENERACION,BOGOTÁ,BOGOTÁ D.C,4.782222222,-74.09433333,2026-09-16,8.0
21206780,25754.0,LA INDEPENDENCI,BOGOTÁ,BOGOTA D.C,4.619272,-74.194594,2026-07-22,387.4
21206810,25754.0,SAN BENITO,BOGOTÁ,BOGOTA D.C,4.56365303,-74.13845,2026-07-22,403.8
21206890,25377.0,CERRO CAZADORES,BOGOTÁ,BOGOTA D.C,4.66577,-74.02861,2026-07-22,648.7
21206900,25178.0,LA ESPERANZA USME,BOGOTÁ,BOGOTA D.C,4.44914,-74.10792,2026-07-22,673.0000000000001
21206920,11001.0,VILLA TERESA,BOGOTÁ,BOGOTÁ D.C,4.356239,-74.159168,2026-09-16,341.9
21206930,25899.0,PARAMO GUERRERO,CUNDINAMARCA,ZIPAQUIRÁ,5.08644,-74.02217,2026-04-03,712.9
21206950,25873.0,PARAMO GUACHENEQUE,CUNDINAMARCA,VILLAPINZÓN,5.234558,-73.527321,2026-04-02,542.2
21206980,25322.0,SANTA CRUZ DE SIECHA,CUNDINAMARCA,GUASCA,4.784277778,-73.87080556,2026-09-16,421.90000000000003
21208480,25754.0,KENNEDY,BOGOTÁ,BOGOTA D.C,4.61104201,-74.178333,2026-07-22,432.5
21209920,25772.0,SANTA ROSITA,CUNDINAMARCA,SUESCA,5.105878,-73.753646,2026-09-16,685.9000000000001
21215150,73043.0,NEVADO DEL TOLIMA,TOLIMA,ANZOÁTEGUI,4.670777778,-75.32777778,2026-04-02,149.29999999999998
21215160,73001.0,CERROS NOROCCIDENTALES,TOLIMA,IBAGUÉ,4.470361111,-75.24386111,2026-08-20,0.0
21215180,73001.0,BATALLON ROOKE,TOLIMA,IBAGUÉ,4.4180556,-75.248055556,2026-09-16,962.3
21215190,73124.0,CAJAMARCA,TOLIMA,CAJAMARCA,4.435666667,-75.50036111,2026-07-24,1066.5
21217180,73001.0,MONTEZUMA,TOLIMA,IBAGUÉ,4.4819444,-75.28611111,2026-09-16,1789.0
21227010,25324.0,PIEDRAS,TOLIMA,PIEDRAS,4.535225,-74.88053056,2026-09-16,1098.0
21235030,25307.0,UNIVERSIDAD DE CUNDINAMARCA,CUNDINAMARCA,GIRARDOT,4.30533333,-74.80811111,2026-07-04,648.8
21237010,25483.0,NARINO,CUNDINAMARCA,NARIÑO,4.387777778,-74.838375,2026-09-16,1170.4
21245140,73686.0,SANTA ISABEL,TOLIMA,SANTA ISABEL,4.711861111,-75.09445556,2026-09-16,1448.2
21255090,73055.0,ARMERO GRANJA,TOLIMA,ARMERO,5.0,-74.89999167,2026-09-16,1535.1
21255160,73030.0,HACIENDA PAJONALES,TOLIMA,AMBALEMA,4.75786,-74.83091,2026-04-02,301.0
21255170,73461.0,MURILLO,TOLIMA,MURILLO,4.870555556,-75.173277778,2026-07-04,347.2
21257090,73408.0,LA ESMERALDA,TOLIMA,LÉRIDA,4.890777778,-74.85313889,2026-09-16,736.0
21257100,73408.0,LA NUEVA,TOLIMA,VENADILLO,4.795083333,-74.97194444,2026-09-16,31.3
21257120,73870.0,PUENTE GATO NEGRO,TOLIMA,VILLAHERMOSA,4.940194444,-75.08980556,2026-04-02,777.6
22017020,73067.0,SARDINAS LAS,TOLIMA,RIOBLANCO,3.438472222,-75.68658333,2026-09-16,1668.2
22020020,73555.0,PENA RICA,TOLIMA,PLANADAS,3.045,-75.762,2026-09-16,970.1
22045010,73168.0,DEMOSTRACION GRANJA,TOLIMA,CHAPARRAL,3.722444444,-75.50344444,2026-02-27,2887.2000000000003
22055020,73067.0,MESA DE POLE,TOLIMA,ATACO,3.455777778,-75.53636111,2026-09-16,1829.9
22057010,73671.0,PIEDRAS DE COBRE,TOLIMA,COYAIMA,3.90865,-75.104,2026-04-02,1069.2
22065040,73675.0,SAN ANTONIO QUINTA,TOLIMA,SAN ANTONIO,3.906916667,-75.48808333,2026-09-16,1600.4
22070030,73622.0,SANTA HELENA,TOLIMA,RONCESVALLES,4.124555556,-75.49952778,2026-09-16,913.7
22075050,73622.0,PARAMO DE YERBABUENA,TOLIMA,RONCESVALLES,4.075805556,-75.70083333,2026-04-02,818.8
22077030,73622.0,DIAMANTE EL,TOLIMA,RONCESVALLES,4.024166667,-75.6085,2026-09-16,861.4000000000001
22077050,73624.0,PIJAITO,TOLIMA,ROVIRA,4.150388889,-75.306,2026-04-02,1161.2
23017040,73443.0,ESPERANZA LA,TOLIMA,MARIQUITA,5.203718,-74.908378,2026-09-16,938.4
23025040,73443.0,ALBANIA,TOLIMA,MARIQUITA,5.286,-74.903,2026-09-16,908.3
23035030,17380.0,BASE PALANQUERO,CUNDINAMARCA,PUERTO SALGAR,5.492861111,-74.658,2026-09-16,2021.1000000000001
23037010,17380.0,PUERTO SALGAR,CUNDINAMARCA,PUERTO SALGAR,5.469666667,-74.66216667,2026-08-21,262.7
23050420,5055.0,ARGELIA ANTIOQUIA,ANTIOQUIA,ARGELIA,5.73,-75.14,2026-09-16,4307.3
23057140,5756.0,SAN MIGUEL,ANTIOQUIA,SONSÓN,5.731,-74.726,2026-07-21,236.3
23065110,25885.0,YACOPI,CUNDINAMARCA,YACOPÍ,5.48121,-74.35125,2026-09-16,1594.2
23065120,25513.0,CABRERA LA,CUNDINAMARCA,PACHO,5.14155556,-74.13936111,2026-09-16,1283.2
23065180,25875.0,VILLETA,CUNDINAMARCA,VILLETA,5.016861,-74.470972,2026-09-16,2220.4
23065190,25592.0,QUEBRADA NEGRA,CUNDINAMARCA,QUEBRADANEGRA,5.137207,-74.480954,2026-09-16,1317.6999999999998
23067040,25572.0,PUERTO LIBRE,CUNDINAMARCA,PUERTO SALGAR,5.759222222,-74.63175,2026-07-04,0.0
23067050,25320.0,GUADUERO,CUNDINAMARCA,GUADUAS,5.192111111,-74.57291667,2026-07-15,541.4
23067060,25489.0,TOBIA,CUNDINAMARCA,LA PEÑA,5.125561,-74.447149,2026-09-16,338.2
23067070,25875.0,VILLETA,CUNDINAMARCA,VILLETA,5.005664,-74.471465,2026-09-16,1186.8
23067080,25258.0,CHARCO LARGO,CUNDINAMARCA,LA PALMA,5.254551,-74.34217,2026-04-02,1199.2
23085080,5670.0,GRANJA EXPERIMENTAL EL NUS,ANTIOQUIA,SAN ROQUE,6.483583333,-74.83669444,2026-09-16,2407.4
23085160,5206.0,CORRIENTES,ANTIOQUIA,SAN VICENTE,6.311944444,-75.25355556,2026-09-16,2563.6000000000004
23085220,5313.0,SAN CARLOS,ANTIOQUIA,SAN CARLOS,6.157666667,-75.03891667,2026-09-16,6126.0
23085260,5615.0,LA SELVA,ANTIOQUIA,RIONEGRO,6.131916667,-75.41455556,2026-09-16,940.6
23085270,5615.0,AEROPUERTO J.M. CORDOVA,ANTIOQUIA,RIONEGRO,6.1686111,-75.426111111,2026-09-16,3699.8
23087150,5615.0,PUENTE REAL,ANTIOQUIA,RIONEGRO,6.143472222,-75.37994444,2026-07-04,1662.8
23087160,5670.0,CARAMANTA,ANTIOQUIA,YOLOMBÓ,6.507683056,-74.865311111,2026-09-16,506.0
23087190,5660.0,LA GARRUCHA,ANTIOQUIA,SAN LUIS,5.998361111,-74.93825,2026-04-03,2348.0
23087210,5142.0,CANTERAS,ANTIOQUIA,PUERTO NARE,6.276083333,-74.67330556,2026-04-02,1035.9
23087670,5615.0,RIOTEX,ANTIOQUIA,RIONEGRO,6.18125,-75.36638889,2026-09-16,1785.2
23097030,5579.0,PTO BERRIO TX GPRS,ANTIOQUIA,PUERTO BERRÍO,6.485,-74.401,2026-04-22,732.0
23105030,5885.0,VEGACHI,ANTIOQUIA,VEGACHÍ,6.774111111,-74.79652778,2026-09-16,729.6
23105070,5425.0,MACEO,ANTIOQUIA,YOLOMBÓ,6.571638889,-74.79472222,2026-09-16,1911.3
23120250,nan,,,,,,2026-09-16,47.5
23125080,15681.0,OTANCHE,BOYACÁ,OTANCHE,5.661722222,-74.18461111,2026-09-16,3127.4
23125100,15109.0,BUENAVISTA,BOYACÁ,BUENAVISTA,5.514916667,-73.94311111,2026-09-16,2902.0
23125120,68101.0,CIMITARRA,SANTANDER,CIMITARRA,6.308611111,-73.95222222,2026-09-16,3487.6
23125140,15401.0,AEROPUERTO FURATENA,BOYACÁ,QUÍPAMA,5.520833333,-74.18241667,2026-07-04,765.8
23125160,15681.0,SAN PABLO DE BORBUR  - AUT,BOYACÁ,SAN PABLO DE BORBUR,5.647027778,-74.07130556,2026-04-03,556.1
23125170,25653.0,SAN CAYETANO,CUNDINAMARCA,SAN CAYETANO,5.332411,-74.024004,2026-09-16,643.2
23127020,68190.0,PTO ARAUJO - RIO CARARE,SANTANDER,CIMITARRA,6.526,-74.086,2026-05-12,605.3000000000001
23127050,68573.0,BARREDERO FINCA,SANTANDER,PUERTO PARRA,6.645555556,-74.06527778,2026-09-16,1852.8999999999999
23127060,68190.0,SANTA ROSA,SANTANDER,CIMITARRA,6.291944444,-74.09833333,2026-09-16,3542.4
23145501,68235.0,EL CARMEN - ISAGEN - Estacion en Pruebas,SANTANDER,EL CARMEN,6.699,-73.513,2026-07-24,2442.3
23147020,68573.0,PUENTE FERROCARRIL OPÓN,SANTANDER,SIMACOTA,6.773611111,-73.935,2026-09-16,1755.3
23147040,68081.0,AYACUCHO,SANTANDER,SIMACOTA,6.855805556,-73.76933333,2026-04-02,1100.2
23155030,68081.0,AEROPUERTO YARIGUIES,SANTANDER,BARRANCABERMEJA,7.026,-73.809,2026-09-16,2619.8
23175020,5604.0,AEROPUERTO OTU,ANTIOQUIA,REMEDIOS,7.01175,-74.71630556,2026-09-16,2840.6
23180070,68655.0,SABANA DE TORRES,SANTANDER,SABANA DE TORRES,7.39,-73.48944444,2026-09-16,2185.6
23187010,nan,,,,,,2026-09-16,218.2
23190130,68820.0,TONA,SANTANDER,TONA,7.19611111,-72.97055556,2026-09-16,1059.8
23190380,68406.0,PALMAS,SANTANDER,LEBRIJA,7.211083333,-73.21788889,2026-07-04,744.9
23190440,68406.0,NARANJO EL,SANTANDER,LEBRIJA,7.205,-73.29972222,2026-09-16,3030.7000000000003
23190700,68547.0,PIEDECUESTA GRANJA,SANTANDER,PIEDECUESTA,6.99333,-73.06778,2026-08-13,1174.6
23195040,68001.0,UNIV IND SANTANDER,SANTANDER,BUCARAMANGA,7.145,-73.122,2026-07-04,1209.7
23195090,68132.0,VIVERO SURATA,SANTANDER,SURATÁ,7.36583,-72.9875,2026-09-16,6.0
23195110,68307.0,LLANO GRANDE,SANTANDER,GIRÓN,7.025555556,-73.16722222,2026-09-16,732.1999999999999
23195200,68780.0,CACHIRI,SANTANDER,SURATÁ,7.47389,-72.99111,2026-09-16,863.0
23195240,20614.0,AGUACHICA,CESAR,AGUACHICA,8.123416667,-73.57986111,2026-09-16,978.0
23195502,68001.0,AEROPUERTO PALONEGRO,SANTANDER,LEBRIJA,7.12147222,-73.18452778,2026-09-16,2031.7
23197690,68307.0,PALOGORDO,SANTANDER,GIRÓN,6.969166667,-73.13055556,2026-09-16,590.1
23205020,68575.0,COLEGIO COOPERATIVO,BOLIVAR,SAN PABLO,7.475,-73.92555556,2026-09-16,2422.6
23217080,20295.0,GAMARRA,CESAR,GAMARRA,8.284286111,-73.75338889,2026-09-16,1183.9
24010840,nan,,,,,,2026-09-16,152.0
24015110,25843.0,LA BOYERA,CUNDINAMARCA,UBATÉ,5.303806,-73.85175,2026-09-16,417.5
24015220,15646.0,VILLA CARMEN,BOYACÁ,SAMACÁ,5.509388889,-73.49577778,2026-09-16,291.4
24015300,15407.0,VILLA DE LEIVA,BOYACÁ,VILLA DE LEIVA,5.64326,-73.51774,2026-09-16,14.0
24015380,25154.0,CARMEN DE CARUPA,CUNDINAMARCA,CARMEN DE CARUPA,5.34819,-73.89817,2026-09-16,498.8
24015509,15051.0,ARCABUCO - ISAGEN - Estacion en Pruebas,BOYACÁ,ARCABUCO,5.762,-73.445,2026-07-24,1342.5
24015510,68209.0,CONFINES - ISAGEN Estacion en Pruebas,SANTANDER,CONFINES,6.355,-73.239,2026-07-24,1779.7
24015511,68770.0,EL OLIVAL-24015511,SANTANDER,SUAITA,6.1515,-73.34172222,2026-07-24,2400.0
24015512,68298.0,GAMBITA-24015512,SANTANDER,GÁMBITA,5.944802778,-73.34374167,2026-07-24,545.7
24015514,68320.0,LA LAJA-24015514,SANTANDER,GUADALUPE,6.237166667,-73.41533333,2026-07-24,3042.8
24015515,68500.0,OIBA-24015515,SANTANDER,OIBA,6.262666667,-73.31266667,2026-07-24,2465.7999999999997
24015517,68176.0,CHIMA-24015517,SANTANDER,CHIMA,6.354969444,-73.3683,2026-07-24,2372.8999999999996
24015518,25745.0,SIMIJACA-24015518,CUNDINAMARCA,SIMIJACA,5.511925,-73.86016111,2026-07-24,749.4
24015519,15686.0,SUAITA1-24015519,SANTANDER,SUAITA,6.099022222,-73.44255278,2026-07-24,2226.2999999999997
24017590,68572.0,PUENTE NACIONAL,SANTANDER,PUENTE NACIONAL,5.872777778,-73.67777778,2026-09-16,1947.8000000000002
24017600,15469.0,MONIQUIRA,BOYACÁ,MONIQUIRÁ,5.878138889,-73.57025,2026-09-16,2306.6
24017640,68524.0,LA CEIBA,SANTANDER,SOCORRO,6.448888889,-73.30694444,2026-09-16,1278.9999999999998
24017707,15686.0,SAN BENITO-24017707,SANTANDER,SAN BENITO,6.118138889,-73.49328056,2026-07-24,0.0
24017740,15407.0,PUENTE CHACON,BOYACÁ,VILLA DE LEIVA,5.677888889,-73.54213889,2026-09-04,1081.6
24025030,15238.0,LA SIERRA,BOYACÁ,PAIPA,5.96708,-73.16202,2026-09-16,798.0
24025090,68464.0,MOGOTES,SANTANDER,MOGOTES,6.47,-72.96888889,2026-09-16,1882.5
24025502,68498.0,CHARALA-24025502,SANTANDER,CHARALÁ,6.281416667,-73.13586944,2026-07-24,2630.8999999999996
24025503,68229.0,CURITI NO. 1,SANTANDER,CURITÍ,6.598361111,-73.05297222,2026-07-24,1229.1
24025504,68264.0,ENCINO - ISAGEN,SANTANDER,ENCINO,6.14,-73.099,2026-07-24,2533.0
24025505,68464.0,ESC AGR MOGOTES,SANTANDER,MOGOTES,6.470027778,-72.97002778,2026-07-24,2183.8999999999996
24027070,68533.0,MERIDA,SANTANDER,PÁRAMO,6.44472222,-73.15833333,2026-09-16,2822.4
24030120,nan,,,,,,2026-09-16,72.8
24030140,15740.0,SIACHOQUE,BOYACÁ,SIACHOQUE,5.5135,-73.243883333,2026-09-16,300.8
24030560,nan,,,,,,2026-09-16,86.2
24030680,68207.0,EL PARAMO,SANTANDER,CARCASÍ,6.81078,-72.55605,2026-04-02,384.2
24030950,68432.0,MALAGA 2,SANTANDER,MÁLAGA,6.706388889,-72.72972222,2026-04-02,1011.8
24035250,15183.0,CHITA,BOYACÁ,CHITA,6.18778,-72.46556,2026-09-16,641.3000000000001
24035340,15272.0,AEROPUERTO A LLERAS C,BOYACÁ,SOGAMOSO,5.67694444,-72.96791667,2026-09-16,358.8
24035360,15162.0,SOCHA,BOYACÁ,SOCHA,5.985416667,-72.99702778,2026-07-04,568.2
24035370,15248.0,EL ESPINO,BOYACÁ,EL ESPINO,6.50675,-72.45275,2026-09-16,1377.7
24035380,nan,,,,,,2026-04-02,46.300000000000004
24035390,68162.0,PARAMO ALMORZADERO,SANTANDER,CERRITO,6.94539,-72.69633,2026-04-02,513.2
24035410,15491.0,SOGAMOSO,BOYACÁ,SOGAMOSO,5.72647,-72.92067,2026-07-04,543.0
24035430,15516.0,TUNGUAVITA,BOYACÁ,PAIPA,5.74583,-73.11636,2026-09-16,534.5
24035502,68147.0,CAPITANEJO 1 COLTABACO,BOYACÁ,COVARACHÍA,6.517833333,-72.69319444,2026-07-24,666.8
24035503,15215.0,CORRALES ACUEDUCTO,BOYACÁ,CORRALES,5.818416667,-72.84411111,2026-07-24,478.1
24035505,15368.0,JERICÓ-24035505,BOYACÁ,JERICÓ,6.140444444,-72.59033333,2026-07-24,730.8000000000001
24035506,15516.0,LA REFORMA-24035506,BOYACÁ,SOTAQUIRÁ,5.748722222,-73.18980556,2026-07-24,1496.7
24035507,15757.0,SOCHA,BOYACÁ,SOCHA,5.982444444,-72.71044444,2026-07-24,693.3
24035508,15763.0,SAN ANTONIO-24035508,BOYACÁ,TUTA,5.698361111,-73.23536111,2026-07-24,702.9
24035509,15839.0,SUSA-24035509,SANTANDER,ONZAGA,6.188611111,-72.83497222,2026-07-24,1423.3
24035510,15790.0,TASCO-24035510,BOYACÁ,TASCO,5.909277778,-72.78380556,2026-07-24,511.90000000000003
24037030,15837.0,EL PALO,BOYACÁ,TUTA,5.681722222,-73.23113889,2026-09-16,387.6
24037080,15542.0,LA GRUTA,BOYACÁ,PESCA,5.566972222,-73.04672222,2026-09-16,66.2
24037190,15806.0,SAN RAFAEL,BOYACÁ,TIBASOSA,5.807611111,-73.01380556,2026-09-16,691.2
24037290,15491.0,PUENTE CHAMEZA,BOYACÁ,SOGAMOSO,5.759888889,-72.90652778,2026-09-16,631.5999999999999
24037490,15810.0,PUENTE TOTUMO  - AUT,BOYACÁ,BOAVITA,6.437972222,-72.63830556,2026-09-16,154.4
24050070,68092.0,PUTANA LA,SANTANDER,SAN VICENTE DE CHUCURÍ,7.127166667,-73.52055556,2026-07-13,2512.2000000000003
24055070,68689.0,SAN  VICENTE DE CHUCURI  - AUT,SANTANDER,SAN VICENTE DE CHUCURÍ,6.823388889,-73.47205556,2026-09-16,719.4
24055080,68081.0,VIZCAINA LA LIZAMA,SANTANDER,BARRANCABERMEJA,6.98297,-73.70489,2026-06-24,392.4
24055503,68522.0,LA FUENTE,SANTANDER,PALMAR,6.5497,-73.291925,2026-07-24,1415.8000000000002
24055504,68895.0,ZAPATOCA-24055504,SANTANDER,ZAPATOCA,6.792763889,-73.27675,2026-07-24,1022.6
