COD_DPTO,NOM_DPTO,cod_divipola,NOM_MPIO,LATITUD,LONGITUD,amenaza_mm_val,amenaza_mm
15,BOYACÁ,15806,TIBASOSA,5.747329389,-73.01114724,42,ALTA
15,BOYACÁ,15808,TINJACÁ,5.577566497,-73.67614572,15,BAJA
15,BOYACÁ,15810,TIPACOQUE,6.42035349,-72.69463583,25,MEDIA
15,BOYACÁ,15814,TOCA,5.580254287,-73.1606969,42,ALTA
15,BOYACÁ,15816,TOGÜÍ,5.921830062,-73.48921806,52,MUY_ALTA
15,BOYACÁ,15820,TÓPAGA,5.765350303,-72.83672958,53,MUY_ALTA
15,BOYACÁ,15822,TOTA,5.501297215,-72.99633297,51,MUY_ALTA
15,BOYACÁ,15832,TUNUNGUÁ,5.720301516,-73.94330927,52,MUY_ALTA
15,BOYACÁ,15835,TURMEQUÉ,5.305697418,-73.50908714,37,ALTA
15,BOYACÁ,15837,TUTA,5.678126998,-73.17343053,26,MEDIA
15,BOYACÁ,15839,TUTAZÁ,6.078051903,-72.85707832,34,ALTA
15,BOYACÁ,15842,ÚMBITA,5.217241368,-73.46338477,42,ALTA
15,BOYACÁ,15861,VENTAQUEMADA,5.383385481,-73.52097942,37,ALTA
15,BOYACÁ,15879,VIRACACHÁ,5.440558216,-73.26627456,42,ALTA
15,BOYACÁ,15897,ZETAQUIRA,5.285635983,-73.16763091,43,ALTA
17,CALDAS,17001,MANIZALES,5.08343301,-75.50727881,58,MUY_ALTA
17,CALDAS,17013,AGUADAS,5.616204006,-75.4554471,60,MUY_ALTA
17,CALDAS,17042,ANSERMA,5.20029922,-75.75289078,25,MEDIA
17,CALDAS,17050,ARANZAZU,5.265539969,-75.47392619,59,MUY_ALTA
17,CALDAS,17088,BELALCÁZAR,4.99467728,-75.81225989,25,MEDIA
17,CALDAS,17174,CHINCHINÁ,4.974340569,-75.65954686,13,BAJA
17,CALDAS,17272,FILADELFIA,5.285743777,-75.58978784,37,ALTA
17,CALDAS,17380,LA DORADA,5.410515691,-74.72114262,29,MEDIA
17,CALDAS,17388,LA MERCED,5.393185716,-75.55791071,59,MUY_ALTA
17,CALDAS,17433,MANZANARES,5.23295391,-75.15263447,60,MUY_ALTA
17,CALDAS,17442,MARMATO,5.492632029,-75.60209955,24,MEDIA
17,CALDAS,17444,MARQUETALIA,5.309142491,-75.04117892,37,ALTA
17,CALDAS,17446,MARULANDA,5.235585244,-75.28316648,60,MUY_ALTA
17,CALDAS,17486,NEIRA,5.183358589,-75.50692977,59,MUY_ALTA
17,CALDAS,17495,NORCASIA,5.638062349,-74.85492707,37,ALTA
17,CALDAS,17513,PÁCORA,5.500035035,-75.48245057,59,MUY_ALTA
17,CALDAS,17524,PALESTINA,5.050342543,-75.66176266,13,BAJA
17,CALDAS,17541,PENSILVANIA,5.407187836,-75.16683996,59,MUY_ALTA
17,CALDAS,17614,RIOSUCIO,5.442275418,-75.75220499,59,MUY_ALTA
17,CALDAS,17616,RISARALDA,5.097563816,-75.73335166,25,MEDIA
17,CALDAS,17653,SALAMINA,5.370332425,-75.40962177,60,MUY_ALTA
17,CALDAS,17662,SAMANÁ,5.519692873,-74.99718577,37,ALTA
17,CALDAS,17665,SAN JOSÉ,5.083424513,-75.8101789,25,MEDIA
17,CALDAS,17777,SUPÍA,5.45295802,-75.64035705,24,MEDIA
17,CALDAS,17867,VICTORIA,5.447542859,-74.83622502,27,MEDIA
17,CALDAS,17873,VILLAMARÍA,4.940211591,-75.43544014,36,ALTA
17,CALDAS,17877,VITERBO,5.047822054,-75.879297,25,MEDIA
18,CAQUETÁ,18001,FLORENCIA,1.749138704,-75.55823906,37,ALTA
18,CAQUETÁ,18029,ALBANIA,1.22786549,-75.88232651,10,MUY_BAJA
18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,1.536174657,-75.90947504,25,MEDIA
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,0.647693081,-74.27235499,10,MUY_BAJA
18,CAQUETÁ,18205,CURILLO,1.115379292,-75.97328452,10,MUY_BAJA
18,CAQUETÁ,18247,EL DONCELLO,1.713734697,-75.26878109,37,ALTA
18,CAQUETÁ,18256,EL PAUJÍL,1.476630016,-75.20231825,10,MUY_BAJA
18,CAQUETÁ,18410,LA MONTAÑITA,1.302860442,-75.23572732,10,MUY_BAJA
18,CAQUETÁ,18460,MILÁN,1.146692554,-75.38664764,10,MUY_BAJA
18,CAQUETÁ,18479,MORELIA,1.38299611,-75.67381123,12,BAJA
18,CAQUETÁ,18592,PUERTO RICO,2.018940891,-75.07308627,37,ALTA
18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,1.304702314,-76.11000594,37,ALTA
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,1.308465061,-74.19746971,10,MUY_BAJA
18,CAQUETÁ,18756,SOLANO,0.096131862,-72.32036402,10,MUY_BAJA
18,CAQUETÁ,18785,SOLITA,0.943939454,-75.64668544,10,MUY_BAJA
18,CAQUETÁ,18860,VALPARAÍSO,1.07534915,-75.73779004,10,MUY_BAJA
19,CAUCA,19001,POPAYÁN,2.471704362,-76.59194419,36,ALTA
19,CAUCA,19022,ALMAGUER,1.912440521,-76.83494519,25,MEDIA
19,CAUCA,19050,ARGELIA,2.329337283,-77.26314906,37,ALTA
19,CAUCA,19075,BALBOA,2.084732945,-77.2088133,59,MUY_ALTA
19,CAUCA,19100,BOLÍVAR,1.853951938,-76.96337454,35,ALTA
19,CAUCA,19110,BUENOS AIRES,2.988923885,-76.62158951,16,BAJA
19,CAUCA,19130,CAJIBÍO,2.643209848,-76.70138914,13,BAJA
19,CAUCA,19137,CALDONO,2.803845691,-76.42719377,35,ALTA
19,CAUCA,19142,CALOTO,3.062875557,-76.32127977,25,MEDIA
19,CAUCA,19212,CORINTO,3.136753606,-76.20964569,35,ALTA
19,CAUCA,19256,EL TAMBO,2.534488312,-77.00511207,59,MUY_ALTA
19,CAUCA,19290,FLORENCIA,1.69453474,-77.08735723,25,MEDIA
19,CAUCA,19300,GUACHENÉ,3.144389993,-76.39234811,25,MEDIA
19,CAUCA,19318,GUAPI,2.41326696,-77.69047531,27,MEDIA
19,CAUCA,19355,INZÁ,2.499058783,-76.13762531,25,MEDIA
19,CAUCA,19364,JAMBALÓ,2.84981013,-76.31124919,35,ALTA
19,CAUCA,19392,LA SIERRA,2.187473572,-76.78228032,36,ALTA
19,CAUCA,19397,LA VEGA,2.053933426,-76.7588062,36,ALTA
19,CAUCA,19418,LÓPEZ DE MICAY,2.95819877,-77.24212158,13,BAJA
19,CAUCA,19450,MERCADERES,1.793825164,-77.18060381,25,MEDIA
19,CAUCA,19455,MIRANDA,3.228235212,-76.21670827,36,ALTA
19,CAUCA,19473,MORALES,2.773663981,-76.74605152,59,MUY_ALTA
19,CAUCA,19513,PADILLA,3.194730618,-76.3362418,25,MEDIA
19,CAUCA,19517,PÁEZ,2.733887702,-75.99368264,25,MEDIA
19,CAUCA,19532,PATÍA,2.157983906,-77.0465762,25,MEDIA
19,CAUCA,19533,PIAMONTE,1.054128816,-76.4443271,15,BAJA
19,CAUCA,19548,PIENDAMÓ - TUNÍA,2.702420026,-76.53770455,58,MUY_ALTA
19,CAUCA,19573,PUERTO TEJADA,3.266724205,-76.41846353,12,BAJA
19,CAUCA,19585,PURACÉ,2.262153618,-76.44826938,15,BAJA
19,CAUCA,19622,ROSAS,2.260421954,-76.74582033,36,ALTA
19,CAUCA,19693,SAN SEBASTIÁN,1.856261815,-76.71652424,13,BAJA
19,CAUCA,19698,SANTANDER DE QUILICHAO,2.984467338,-76.49873145,25,MEDIA
19,CAUCA,19701,SANTA ROSA,1.52002179,-76.53876281,37,ALTA
19,CAUCA,19743,SILVIA,2.651291894,-76.35057356,13,BAJA
19,CAUCA,19760,SOTARÁ PAISPAMBA,2.231820541,-76.61146633,36,ALTA
19,CAUCA,19780,SUÁREZ,2.936865997,-76.7458243,59,MUY_ALTA
19,CAUCA,19785,SUCRE,2.057735184,-76.90993965,36,ALTA
19,CAUCA,19807,TIMBÍO,2.369625312,-76.71051932,36,ALTA
19,CAUCA,19809,TIMBIQUÍ,2.699475127,-77.49131577,25,MEDIA
19,CAUCA,19821,TORIBÍO,2.975771999,-76.20331566,35,ALTA
19,CAUCA,19824,TOTORÓ,2.475213085,-76.39675937,13,BAJA
19,CAUCA,19845,VILLA RICA,3.180627317,-76.46445558,7,MUY_BAJA
20,CESAR,20001,VALLEDUPAR,10.21890277,-73.45784764,14,BAJA
20,CESAR,20011,AGUACHICA,8.248735219,-73.6227405,4,MUY_BAJA
20,CESAR,20013,AGUSTÍN CODAZZI,9.949215908,-73.22358244,25,MEDIA
20,CESAR,20032,ASTREA,9.510727925,-73.94214641,14,BAJA
20,CESAR,20045,BECERRIL,9.727732939,-73.25250522,25,MEDIA
20,CESAR,20060,BOSCONIA,9.946391309,-73.86628815,14,BAJA
20,CESAR,20175,CHIMICHAGUA,9.27797765,-73.84697903,14,BAJA
20,CESAR,20178,CHIRIGUANÁ,9.426648354,-73.54797894,4,MUY_BAJA
20,CESAR,20228,CURUMANÍ,9.238771332,-73.48810861,25,MEDIA
20,CESAR,20238,EL COPEY,10.19995356,-73.91282064,14,BAJA
20,CESAR,20250,EL PASO,9.683474681,-73.73833778,10,MUY_BAJA
20,CESAR,20295,GAMARRA,8.337726622,-73.70649199,4,MUY_BAJA
20,CESAR,20310,GONZÁLEZ,8.405516522,-73.37537309,25,MEDIA
20,CESAR,20383,LA GLORIA,8.588002247,-73.61602384,25,MEDIA
20,CESAR,20400,LA JAGUA DE IBIRICO,9.52099808,-73.32249338,25,MEDIA
20,CESAR,20443,MANAURE BALCÓN DEL CESAR,10.38027852,-73.00706275,25,MEDIA
20,CESAR,20517,PAILITAS,8.938916143,-73.57247213,34,ALTA
20,CESAR,20550,PELAYA,8.764116734,-73.63295546,25,MEDIA
20,CESAR,20570,PUEBLO BELLO,10.41736874,-73.61450632,19,BAJA
20,CESAR,20614,RÍO DE ORO,8.201070245,-73.48750127,25,MEDIA
20,CESAR,20621,LA PAZ,10.24440562,-73.07824569,25,MEDIA
20,CESAR,20710,SAN ALBERTO,7.769815987,-73.47218888,4,MUY_BAJA
20,CESAR,20750,SAN DIEGO,10.16952712,-73.2879827,12,BAJA
20,CESAR,20770,SAN MARTÍN,7.937788454,-73.54436312,4,MUY_BAJA
20,CESAR,20787,TAMALAMEQUE,8.902075012,-73.7633962,12,BAJA
23,CÓRDOBA,23001,MONTERÍA,8.584698016,-75.95055079,10,MUY_BAJA
23,CÓRDOBA,23068,AYAPEL,8.265768688,-75.04868436,4,MUY_BAJA
23,CÓRDOBA,23079,BUENAVISTA,8.191397953,-75.43382532,4,MUY_BAJA
23,CÓRDOBA,23090,CANALETE,8.7240958,-76.23779081,10,MUY_BAJA
23,CÓRDOBA,23162,CERETÉ,8.895667051,-75.87842391,10,MUY_BAJA
23,CÓRDOBA,23168,CHIMÁ,9.11024941,-75.65237351,10,MUY_BAJA
23,CÓRDOBA,23182,CHINÚ,9.053287104,-75.37387363,4,MUY_BAJA
23,CÓRDOBA,23189,CIÉNAGA DE ORO,8.841811894,-75.60779829,10,MUY_BAJA
23,CÓRDOBA,23300,COTORRA,9.071460219,-75.75459276,8,MUY_BAJA
23,CÓRDOBA,23350,LA APARTADA,8.052218422,-75.28816022,12,BAJA
23,CÓRDOBA,23417,LORICA,9.165034998,-75.90978124,14,BAJA
23,CÓRDOBA,23419,LOS CÓRDOBAS,8.823307063,-76.3430552,10,MUY_BAJA
23,CÓRDOBA,23464,MOMIL,9.265461621,-75.65090876,10,MUY_BAJA
23,CÓRDOBA,23466,MONTELÍBANO,7.866432635,-75.87533926,25,MEDIA
23,CÓRDOBA,23500,MOÑITOS,9.190515343,-76.11931709,10,MUY_BAJA
23,CÓRDOBA,23555,PLANETA RICA,8.181108488,-75.68923803,11,BAJA
23,CÓRDOBA,23570,PUEBLO NUEVO,8.481339568,-75.40516154,4,MUY_BAJA
23,CÓRDOBA,23574,PUERTO ESCONDIDO,8.988667731,-76.19405912,10,MUY_BAJA
23,CÓRDOBA,23580,PUERTO LIBERTADOR,7.711515736,-75.77123224,34,ALTA
23,CÓRDOBA,23586,PURÍSIMA DE LA CONCEPCIÓN,9.282386127,-75.72129392,10,MUY_BAJA
23,CÓRDOBA,23660,SAHAGÚN,8.799007016,-75.42925664,4,MUY_BAJA
23,CÓRDOBA,23670,SAN ANDRÉS DE SOTAVENTO,9.121296353,-75.52091711,10,MUY_BAJA
23,CÓRDOBA,23672,SAN ANTERO,9.359667489,-75.78700252,10,MUY_BAJA
23,CÓRDOBA,23675,SAN BERNARDO DEL VIENTO,9.330098329,-75.97623858,10,MUY_BAJA
23,CÓRDOBA,23678,SAN CARLOS,8.706464263,-75.69251825,14,BAJA
23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,7.753054395,-75.5672474,13,BAJA
23,CÓRDOBA,23686,SAN PELAYO,8.987777392,-75.90958771,10,MUY_BAJA
23,CÓRDOBA,23807,TIERRALTA,7.813896829,-76.16846678,27,MEDIA
23,CÓRDOBA,23815,TUCHÍN,9.224630803,-75.54410593,10,MUY_BAJA
23,CÓRDOBA,23855,VALENCIA,8.219904128,-76.2213286,42,ALTA
25,CUNDINAMARCA,25001,AGUA DE DIOS,4.372744676,-74.67111051,34,ALTA
25,CUNDINAMARCA,25019,ALBÁN,4.891121638,-74.44278432,48,MUY_ALTA
25,CUNDINAMARCA,25035,ANAPOIMA,4.559962881,-74.5256953,43,ALTA
25,CUNDINAMARCA,25040,ANOLAIMA,4.789313614,-74.46194256,48,MUY_ALTA
25,CUNDINAMARCA,25053,ARBELÁEZ,4.232786985,-74.39576291,35,ALTA
25,CUNDINAMARCA,25086,BELTRÁN,4.791721105,-74.71491399,43,ALTA
25,CUNDINAMARCA,25095,BITUIMA,4.847821091,-74.52862766,48,MUY_ALTA
25,CUNDINAMARCA,25099,BOJACÁ,4.705576252,-74.3354077,37,ALTA
25,CUNDINAMARCA,25120,CABRERA,3.91861924,-74.44615606,35,ALTA
25,CUNDINAMARCA,25123,CACHIPAY,4.723063341,-74.45919528,43,ALTA
25,CUNDINAMARCA,25126,CAJICÁ,4.930402779,-74.02985115,14,BAJA
25,CUNDINAMARCA,25148,CAPARRAPÍ,5.381501399,-74.52123595,48,MUY_ALTA
25,CUNDINAMARCA,25151,CÁQUEZA,4.402259457,-73.94482435,54,MUY_ALTA
25,CUNDINAMARCA,25154,CARMEN DE CARUPA,5.338856556,-73.92614817,37,ALTA
25,CUNDINAMARCA,25168,CHAGUANÍ,4.95425175,-74.63090139,48,MUY_ALTA
25,CUNDINAMARCA,25175,CHÍA,4.857823671,-74.03809539,15,BAJA
25,CUNDINAMARCA,25178,CHIPAQUE,4.463746629,-74.04605246,48,MUY_ALTA
25,CUNDINAMARCA,25181,CHOACHÍ,4.578183896,-73.95290054,34,ALTA
25,CUNDINAMARCA,25183,CHOCONTÁ,5.118419271,-73.68068583,25,MEDIA
25,CUNDINAMARCA,25200,COGUA,5.103127532,-73.97536559,19,BAJA
25,CUNDINAMARCA,25214,COTA,4.76754674,-74.1415583,14,BAJA
25,CUNDINAMARCA,25224,CUCUNUBÁ,5.230308105,-73.78001885,13,BAJA
25,CUNDINAMARCA,25245,EL COLEGIO,4.556947085,-74.42658478,42,ALTA
25,CUNDINAMARCA,25258,EL PEÑÓN,5.261728244,-74.30830564,48,MUY_ALTA
25,CUNDINAMARCA,25260,EL ROSAL,4.879723016,-74.23802273,37,ALTA
25,CUNDINAMARCA,25269,FACATATIVÁ,4.834052334,-74.3380229,48,MUY_ALTA
25,CUNDINAMARCA,25279,FÓMEQUE,4.528568462,-73.79705267,54,MUY_ALTA
25,CUNDINAMARCA,25281,FOSCA,4.316280072,-73.95286784,55,MUY_ALTA
25,CUNDINAMARCA,25286,FUNZA,4.743996711,-74.19865992,14,BAJA
25,CUNDINAMARCA,25288,FÚQUENE,5.416288902,-73.77059829,12,BAJA
25,CUNDINAMARCA,25290,FUSAGASUGÁ,4.323534028,-74.38859114,37,ALTA
25,CUNDINAMARCA,25293,GACHALÁ,4.65495513,-73.51055381,55,MUY_ALTA
25,CUNDINAMARCA,25295,GACHANCIPÁ,5.01001953,-73.87671759,14,BAJA
25,CUNDINAMARCA,25297,GACHETÁ,4.867551134,-73.61773287,56,MUY_ALTA
25,CUNDINAMARCA,25299,GAMA,4.723573464,-73.60054441,55,MUY_ALTA
25,CUNDINAMARCA,25307,GIRARDOT,4.338154518,-74.81143922,25,MEDIA
25,CUNDINAMARCA,25312,GRANADA,4.523484884,-74.33724619,37,ALTA
25,CUNDINAMARCA,25317,GUACHETÁ,5.387291542,-73.69328234,15,BAJA
25,CUNDINAMARCA,25320,GUADUAS,5.173554764,-74.64014651,42,ALTA
25,CUNDINAMARCA,25322,GUASCA,4.801276832,-73.84643485,59,MUY_ALTA
25,CUNDINAMARCA,25324,GUATAQUÍ,4.516381655,-74.78257788,42,ALTA
25,CUNDINAMARCA,25326,GUATAVITA,4.91158717,-73.78648564,59,MUY_ALTA
25,CUNDINAMARCA,25328,GUAYABAL DE SÍQUIMA,4.866310254,-74.4767709,48,MUY_ALTA
25,CUNDINAMARCA,25335,GUAYABETAL,4.231875945,-73.83543981,55,MUY_ALTA
25,CUNDINAMARCA,25339,GUTIÉRREZ,4.166089563,-74.0246527,55,MUY_ALTA
25,CUNDINAMARCA,25368,JERUSALÉN,4.571350254,-74.68915854,42,ALTA
25,CUNDINAMARCA,25372,JUNÍN,4.705170789,-73.69247873,54,MUY_ALTA
25,CUNDINAMARCA,25377,LA CALERA,4.700785443,-73.92939921,48,MUY_ALTA
25,CUNDINAMARCA,25386,LA MESA,4.650773167,-74.47321717,43,ALTA
25,CUNDINAMARCA,25394,LA PALMA,5.333400646,-74.40807863,48,MUY_ALTA
25,CUNDINAMARCA,25398,LA PEÑA,5.20459882,-74.40786611,48,MUY_ALTA
25,CUNDINAMARCA,25402,LA VEGA,4.978619842,-74.33936061,58,MUY_ALTA
25,CUNDINAMARCA,25407,LENGUAZAQUE,5.303637171,-73.68153228,13,BAJA
25,CUNDINAMARCA,25426,MACHETÁ,5.040349198,-73.61738241,48,MUY_ALTA
25,CUNDINAMARCA,25430,MADRID,4.75156751,-74.2896305,11,BAJA
25,CUNDINAMARCA,25436,MANTA,4.976881151,-73.56313741,52,MUY_ALTA
25,CUNDINAMARCA,25438,MEDINA,4.484437919,-73.40598487,54,MUY_ALTA
25,CUNDINAMARCA,25473,MOSQUERA,4.672714223,-74.23573194,11,BAJA
25,CUNDINAMARCA,25483,NARIÑO,4.407952015,-74.80565317,25,MEDIA
25,CUNDINAMARCA,25486,NEMOCÓN,5.093705358,-73.88380238,14,BAJA
25,CUNDINAMARCA,25488,NILO,4.294780933,-74.614695,34,ALTA
25,CUNDINAMARCA,25489,NIMAIMA,5.121445325,-74.39737048,48,MUY_ALTA
25,CUNDINAMARCA,25491,NOCAIMA,5.066110761,-74.38975476,48,MUY_ALTA
25,CUNDINAMARCA,25506,VENECIA,4.063342074,-74.45259796,35,ALTA
25,CUNDINAMARCA,25513,PACHO,5.168367634,-74.16336544,37,ALTA
25,CUNDINAMARCA,25518,PAIME,5.387647345,-74.16395696,52,MUY_ALTA
25,CUNDINAMARCA,25524,PANDI,4.180497268,-74.4711213,35,ALTA
25,CUNDINAMARCA,25530,PARATEBUENO,4.368158959,-73.2416614,40,ALTA
25,CUNDINAMARCA,25535,PASCA,4.293733611,-74.27396924,35,ALTA
25,CUNDINAMARCA,25572,PUERTO SALGAR,5.619752748,-74.5801923,42,ALTA
25,CUNDINAMARCA,25580,PULÍ,4.691336253,-74.68074404,43,ALTA
25,CUNDINAMARCA,25592,QUEBRADANEGRA,5.09998103,-74.4945107,48,MUY_ALTA
25,CUNDINAMARCA,25594,QUETAME,4.334589044,-73.85264561,54,MUY_ALTA
25,CUNDINAMARCA,25596,QUIPILE,4.726907976,-74.55359926,48,MUY_ALTA
25,CUNDINAMARCA,25599,APULO,4.537711619,-74.59124656,43,ALTA
25,CUNDINAMARCA,25612,RICAURTE,4.307363489,-74.72943403,34,ALTA
25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,4.599741357,-74.34490342,37,ALTA
25,CUNDINAMARCA,25649,SAN BERNARDO,4.140958464,-74.35397692,35,ALTA
25,CUNDINAMARCA,25653,SAN CAYETANO,5.314600423,-74.07232077,52,MUY_ALTA
25,CUNDINAMARCA,25658,SAN FRANCISCO,4.964100703,-74.27217129,37,ALTA
25,CUNDINAMARCA,25662,SAN JUAN DE RIOSECO,4.814537831,-74.61525985,48,MUY_ALTA
25,CUNDINAMARCA,25718,SASAIMA,4.946805263,-74.41230921,48,MUY_ALTA
25,CUNDINAMARCA,25736,SESQUILÉ,5.000633875,-73.77206544,37,ALTA
25,CUNDINAMARCA,25740,SIBATÉ,4.465970004,-74.26328963,37,ALTA
25,CUNDINAMARCA,25743,SILVANIA,4.436967141,-74.37050903,37,ALTA
25,CUNDINAMARCA,25745,SIMIJACA,5.509773128,-73.84519164,34,ALTA
25,CUNDINAMARCA,25754,SOACHA,4.581866267,-74.24029696,13,BAJA
25,CUNDINAMARCA,25758,SOPÓ,4.888060112,-73.96587528,15,BAJA
25,CUNDINAMARCA,25769,SUBACHOQUE,4.970358034,-74.15689923,37,ALTA
25,CUNDINAMARCA,25772,SUESCA,5.122728461,-73.82427313,14,BAJA
25,CUNDINAMARCA,25777,SUPATÁ,5.061692703,-74.23138328,58,MUY_ALTA
25,CUNDINAMARCA,25779,SUSA,5.440092358,-73.82392529,25,MEDIA
25,CUNDINAMARCA,25781,SUTATAUSA,5.242909347,-73.85540343,13,BAJA
25,CUNDINAMARCA,25785,TABIO,4.951520046,-74.08449648,15,BAJA
25,CUNDINAMARCA,25793,TAUSA,5.170527212,-73.95819594,19,BAJA
25,CUNDINAMARCA,25797,TENA,4.666608192,-74.36764956,37,ALTA
25,CUNDINAMARCA,25799,TENJO,4.838548601,-74.14680287,14,BAJA
25,CUNDINAMARCA,25805,TIBACUY,4.321357899,-74.48667274,35,ALTA
25,CUNDINAMARCA,25807,TIBIRITA,5.084102682,-73.51362546,42,ALTA
25,CUNDINAMARCA,25815,TOCAIMA,4.452072974,-74.64864406,42,ALTA
25,CUNDINAMARCA,25817,TOCANCIPÁ,4.968852913,-73.92887021,14,BAJA
25,CUNDINAMARCA,25823,TOPAIPÍ,5.355688386,-74.28963994,48,MUY_ALTA
25,CUNDINAMARCA,25839,UBALÁ,4.803805182,-73.47654604,55,MUY_ALTA
25,CUNDINAMARCA,25841,UBAQUE,4.500754182,-73.97564545,37,ALTA
25,CUNDINAMARCA,25843,VILLA DE SAN DIEGO DE UBATÉ,5.316080652,-73.82010566,13,BAJA
25,CUNDINAMARCA,25845,UNE,4.244611163,-74.11187304,43,ALTA
25,CUNDINAMARCA,25851,ÚTICA,5.192795708,-74.47780003,43,ALTA
25,CUNDINAMARCA,25862,VERGARA,5.131267542,-74.30979229,58,MUY_ALTA
25,CUNDINAMARCA,25867,VIANÍ,4.914040619,-74.54936655,48,MUY_ALTA
25,CUNDINAMARCA,25871,VILLAGÓMEZ,5.270694636,-74.19074375,58,MUY_ALTA
25,CUNDINAMARCA,25873,VILLAPINZÓN,5.227298709,-73.57725921,34,ALTA
25,CUNDINAMARCA,25875,VILLETA,5.011670402,-74.48764746,48,MUY_ALTA
25,CUNDINAMARCA,25878,VIOTÁ,4.436054105,-74.48543339,37,ALTA
25,CUNDINAMARCA,25885,YACOPÍ,5.591910157,-74.36480865,54,MUY_ALTA
25,CUNDINAMARCA,25898,ZIPACÓN,4.75432173,-74.38673444,48,MUY_ALTA
25,CUNDINAMARCA,25899,ZIPAQUIRÁ,5.06631685,-74.04960323,37,ALTA
27,CHOCÓ,27001,QUIBDÓ,5.7543229,-76.65015147,42,ALTA
27,CHOCÓ,27006,ACANDÍ,8.383938499,-77.26560256,41,ALTA
27,CHOCÓ,27025,ALTO BAUDÓ,5.636740989,-77.0842154,42,ALTA
27,CHOCÓ,27050,ATRATO,5.525825084,-76.65064357,42,ALTA
27,CHOCÓ,27073,BAGADÓ,5.503119772,-76.19796907,48,MUY_ALTA
27,CHOCÓ,27075,BAHÍA SOLANO,6.162762775,-77.41653534,42,ALTA
27,CHOCÓ,27077,BAJO BAUDÓ,4.492865435,-77.08271352,25,MEDIA
27,CHOCÓ,27099,BOJAYÁ,6.474666885,-77.09933025,27,MEDIA
27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,5.359661967,-76.77255624,29,MEDIA
27,CHOCÓ,27150,CARMEN DEL DARIÉN,7.033646541,-76.97423016,40,ALTA
27,CHOCÓ,27160,CÉRTEGUI,5.389828229,-76.52264237,42,ALTA
27,CHOCÓ,27205,CONDOTO,5.070586101,-76.50701751,42,ALTA
27,CHOCÓ,27245,EL CARMEN DE ATRATO,5.810938364,-76.19189442,54,MUY_ALTA
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,4.272940191,-76.98785828,11,BAJA
27,CHOCÓ,27361,ISTMINA,4.586818665,-77.00090737,25,MEDIA
27,CHOCÓ,27372,JURADÓ,7.103338868,-77.67973662,42,ALTA
27,CHOCÓ,27413,LLORÓ,5.585101179,-76.38544449,43,ALTA
27,CHOCÓ,27425,MEDIO ATRATO,6.033880098,-76.6734697,42,ALTA
27,CHOCÓ,27430,MEDIO BAUDÓ,5.110392243,-76.99593075,42,ALTA
27,CHOCÓ,27450,MEDIO SAN JUAN,4.621182739,-76.80861843,11,BAJA
27,CHOCÓ,27491,NÓVITA,4.853386627,-76.61823669,13,BAJA
27,CHOCÓ,27495,NUQUÍ,5.591359844,-77.33057439,42,ALTA
27,CHOCÓ,27580,RÍO IRÓ,5.190995015,-76.41996151,42,ALTA
27,CHOCÓ,27600,RÍO QUITO,5.567533337,-76.81157084,29,MEDIA
27,CHOCÓ,27615,RIOSUCIO,7.389887937,-77.24067483,41,ALTA
27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,4.958741345,-76.28002361,37,ALTA
27,CHOCÓ,27745,SIPÍ,4.594415157,-76.54194459,37,ALTA
27,CHOCÓ,27787,TADÓ,5.26610158,-76.33109547,42,ALTA
27,CHOCÓ,27800,UNGUÍA,8.117281079,-77.10372723,41,ALTA
27,CHOCÓ,27810,UNIÓN PANAMERICANA,5.281599258,-76.61962746,29,MEDIA
41,HUILA,41001,NEIVA,2.993360046,-75.27236232,12,BAJA
41,HUILA,41006,ACEVEDO,1.709114446,-75.99664184,52,MUY_ALTA
41,HUILA,41013,AGRADO,2.26975042,-75.71632236,42,ALTA
41,HUILA,41016,AIPE,3.243441923,-75.27670655,34,ALTA
41,HUILA,41020,ALGECIRAS,2.49785068,-75.29134946,42,ALTA
41,HUILA,41026,ALTAMIRA,2.07922808,-75.76858288,42,ALTA
41,HUILA,41078,BARAYA,3.135423634,-74.95797796,42,ALTA
41,HUILA,41132,CAMPOALEGRE,2.658666675,-75.32943803,42,ALTA
41,HUILA,41206,COLOMBIA,3.262763564,-74.78516117,52,MUY_ALTA
41,HUILA,41244,ELÍAS,2.022053305,-75.94430521,43,ALTA
41,HUILA,41298,GARZÓN,2.172441496,-75.57131243,42,ALTA
41,HUILA,41306,GIGANTE,2.371781539,-75.51699754,42,ALTA
41,HUILA,41319,GUADALUPE,1.984394016,-75.69693549,52,MUY_ALTA
41,HUILA,41349,HOBO,2.541654161,-75.44781083,42,ALTA
41,HUILA,41357,ÍQUIRA,2.691517773,-75.67383141,25,MEDIA
41,HUILA,41359,ISNOS,1.945591321,-76.18204722,42,ALTA
41,HUILA,41378,LA ARGENTINA,2.156287619,-76.00679451,42,ALTA
